,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 18_level_1,Dunks,Dunks,Layups,Layups,Unnamed: 23_level_1,Corner,Corner,Heaves,Heaves
,Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
0,1.0,Atlanta Hawks,67,16280,0.449,14.1,0.602,0.29100000000000004,0.155,0.09699999999999999,0.059000000000000004,0.39799999999999996,0.525,0.6579999999999999,0.414,0.39399999999999996,0.376,0.33299999999999996,0.525,0.086,448,0.268,829,0.743,0.201,0.342,13.0,1.0
1,2.0,Boston Celtics*,72,17430,0.461,13.9,0.614,0.276,0.17300000000000001,0.094,0.071,0.386,0.522,0.662,0.387,0.43700000000000006,0.41600000000000004,0.364,0.491,0.053,302,0.307,1039,0.7070000000000001,0.18100000000000002,0.396,22.0,0.0
2,3.0,Brooklyn Nets*,72,17480,0.44799999999999995,13.8,0.5770000000000001,0.315,0.15,0.07,0.042,0.423,0.524,0.6509999999999999,0.358,0.381,0.413,0.34299999999999997,0.518,0.068,383,0.318,1061,0.789,0.213,0.369,13.0,0.0
3,4.0,Chicago Bulls,65,15675,0.447,13.3,0.604,0.34,0.152,0.057,0.055,0.396,0.511,0.627,0.36200000000000004,0.375,0.354,0.348,0.48700000000000004,0.07200000000000001,372,0.305,900,0.812,0.225,0.38299999999999995,13.0,0.0
4,5.0,Charlotte Hornets,65,15750,0.434,13.5,0.601,0.303,0.192,0.062,0.044000000000000004,0.39899999999999997,0.489,0.627,0.35700000000000004,0.321,0.35200000000000004,0.35200000000000004,0.56,0.061,307,0.299,828,0.8029999999999999,0.201,0.397,14.0,0.0
5,6.0,Cleveland Cavaliers,65,15725,0.45799999999999996,13.3,0.638,0.297,0.183,0.10099999999999999,0.057,0.36200000000000004,0.519,0.64,0.40700000000000003,0.44299999999999995,0.384,0.35100000000000003,0.47200000000000003,0.057,295,0.267,833,0.835,0.188,0.396,7.0,0.0
6,7.0,Dallas Mavericks*,75,18175,0.461,15.2,0.5429999999999999,0.245,0.162,0.08199999999999999,0.053,0.457,0.541,0.696,0.40700000000000003,0.413,0.429,0.36700000000000005,0.483,0.054000000000000006,325,0.23600000000000002,927,0.7829999999999999,0.204,0.408,20.0,0.0
7,8.0,Denver Nuggets*,73,17745,0.473,13.3,0.6559999999999999,0.278,0.18,0.105,0.092,0.344,0.5329999999999999,0.687,0.402,0.41700000000000004,0.456,0.359,0.56,0.055999999999999994,326,0.27,1003,0.853,0.20800000000000002,0.401,19.0,1.0
8,9.0,Detroit Pistons,66,15965,0.45899999999999996,13.2,0.619,0.282,0.214,0.07200000000000001,0.05,0.381,0.515,0.66,0.4,0.369,0.401,0.36700000000000005,0.499,0.061,314,0.304,891,0.871,0.284,0.42200000000000004,13.0,1.0
9,10.0,Golden State Warriors,65,15725,0.43799999999999994,14.4,0.645,0.244,0.166,0.10800000000000001,0.128,0.355,0.495,0.6659999999999999,0.382,0.41600000000000004,0.384,0.33399999999999996,0.597,0.068,343,0.252,733,0.841,0.182,0.405,11.0,0.0
10,11.0,Houston Rockets*,72,17380,0.451,15.2,0.499,0.297,0.126,0.04,0.036000000000000004,0.501,0.557,0.672,0.379,0.40299999999999997,0.402,0.345,0.43,0.05,297,0.293,1075,0.6920000000000001,0.245,0.37799999999999995,10.0,0.0
