,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
14,15.0,Memphis Grizzlies*,82,19805,0.464,11.3,0.829,0.301,0.223,0.115,0.191,0.171,0.487,0.631,0.411,0.42,0.391,0.353,0.526,0.036,222,0.245,990,0.894,0.28,0.368,17.0,1.0
15,16.0,Miami Heat*,82,19880,0.501,12.8,0.708,0.33,0.127,0.084,0.168,0.292,0.558,0.697,0.467,0.433,0.413,0.364,0.509,0.064,383,0.255,1018,0.88,0.372,0.429,5.0,1.0
16,17.0,Milwaukee Bucks,82,19880,0.438,12.1,0.769,0.314,0.168,0.106,0.182,0.231,0.464,0.584,0.365,0.389,0.392,0.353,0.547,0.038,232,0.25,924,0.812,0.182,0.375,5.0,0.0
17,18.0,Minnesota Timberwolves,82,19855,0.444,12.1,0.755,0.334,0.157,0.091,0.174,0.245,0.478,0.619,0.386,0.348,0.358,0.341,0.564,0.042,278,0.277,1140,0.838,0.224,0.332,14.0,1.0
18,19.0,New Orleans Pelicans,82,19855,0.459,11.5,0.807,0.332,0.183,0.107,0.184,0.193,0.479,0.598,0.37,0.419,0.409,0.373,0.506,0.05,305,0.276,1027,0.866,0.231,0.382,20.0,0.0
19,20.0,New York Knicks,82,19855,0.449,14.4,0.698,0.252,0.112,0.111,0.222,0.302,0.482,0.628,0.355,0.412,0.417,0.372,0.45,0.055,342,0.185,688,0.818,0.207,0.394,21.0,0.0
20,21.0,Oklahoma City Thunder*,82,19805,0.471,13.0,0.729,0.282,0.149,0.131,0.167,0.271,0.512,0.668,0.391,0.434,0.418,0.361,0.521,0.071,445,0.193,767,0.715,0.239,0.353,17.0,0.0
21,22.0,Orlando Magic,82,19955,0.445,13.1,0.765,0.277,0.152,0.103,0.232,0.235,0.474,0.601,0.385,0.434,0.399,0.353,0.523,0.036,230,0.224,844,0.783,0.284,0.359,14.0,0.0
22,23.0,Philadelphia 76ers,82,19855,0.435,11.4,0.742,0.353,0.19,0.087,0.111,0.258,0.477,0.601,0.356,0.374,0.373,0.312,0.507,0.043,282,0.297,1192,0.879,0.193,0.331,13.0,3.0
23,24.0,Phoenix Suns,82,19755,0.463,13.1,0.7,0.29,0.149,0.118,0.143,0.3,0.503,0.648,0.374,0.43,0.403,0.372,0.388,0.05,305,0.226,935,0.824,0.273,0.404,16.0,0.0
24,25.0,Portland Trail Blazers*,82,19855,0.45,13.9,0.71,0.258,0.133,0.11,0.208,0.29,0.481,0.628,0.368,0.387,0.422,0.372,0.523,0.041,269,0.199,825,0.816,0.252,0.39,10.0,0.0
25,26.0,Sacramento Kings,82,19830,0.447,12.3,0.782,0.249,0.239,0.106,0.188,0.218,0.479,0.665,0.391,0.412,0.383,0.333,0.463,0.056,338,0.205,845,0.76,0.205,0.374,8.0,1.0
26,27.0,San Antonio Spurs*,82,19755,0.486,12.6,0.743,0.287,0.185,0.09,0.181,0.257,0.517,0.673,0.437,0.389,0.413,0.397,0.554,0.033,204,0.252,1114,0.872,0.299,0.41,11.0,0.0
27,28.0,Toronto Raptors*,82,19955,0.445,13.6,0.715,0.226,0.206,0.103,0.181,0.285,0.475,0.642,0.417,0.402,0.372,0.372,0.501,0.043,260,0.177,692,0.835,0.259,0.388,12.0,2.0
28,29.0,Utah Jazz,82,19780,0.444,12.7,0.763,0.281,0.177,0.106,0.199,0.237,0.474,0.653,0.367,0.374,0.372,0.344,0.486,0.052,314,0.211,844,0.91,0.244,0.393,21.0,0.0
29,30.0,Washington Wizards*,82,20055,0.459,13.2,0.754,0.273,0.143,0.116,0.221,0.246,0.485,0.676,0.374,0.366,0.384,0.38,0.525,0.046,305,0.218,924,0.895,0.306,0.401,14.0,1.0
30,,League Average,82,19841,0.454,12.8,0.741,0.286,0.169,0.105,0.18,0.259,0.488,0.636,0.39,0.401,0.395,0.36,0.518,0.048,301,0.229,909,0.837,0.248,0.39,14.8,0.5
