,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
13,14.0,Los Angeles Lakers,82,19705,0.45,12.6,0.705,0.299,0.187,0.103,0.118,0.295,0.493,0.633,0.397,0.379,0.39,0.346,0.462,0.056,358,0.25,1006,0.771,0.217,0.368,16.0,1.0
14,15.0,Memphis Grizzlies*,82,19905,0.435,13.5,0.684,0.288,0.158,0.092,0.144,0.316,0.473,0.58,0.416,0.385,0.38,0.354,0.504,0.033,203,0.267,979,0.811,0.192,0.409,31.0,0.0
15,16.0,Miami Heat,82,19780,0.455,13.0,0.686,0.29,0.169,0.094,0.131,0.314,0.496,0.63,0.412,0.387,0.389,0.365,0.427,0.054,350,0.238,927,0.89,0.301,0.4,14.0,0.0
16,17.0,Milwaukee Bucks*,82,19780,0.474,11.8,0.71,0.351,0.174,0.077,0.108,0.29,0.516,0.644,0.402,0.377,0.387,0.37,0.534,0.073,448,0.282,1073,0.928,0.276,0.387,12.0,0.0
17,18.0,Minnesota Timberwolves,82,19805,0.467,12.4,0.751,0.304,0.164,0.097,0.186,0.249,0.507,0.645,0.437,0.392,0.402,0.349,0.535,0.059,382,0.25,991,0.884,0.267,0.393,11.0,0.0
18,19.0,New Orleans Pelicans,82,19905,0.45,13.3,0.692,0.279,0.17,0.094,0.149,0.308,0.495,0.627,0.417,0.427,0.38,0.35,0.503,0.048,313,0.243,988,0.833,0.219,0.373,11.0,0.0
19,20.0,New York Knicks,82,19855,0.447,13.2,0.721,0.291,0.126,0.132,0.172,0.279,0.485,0.591,0.381,0.44,0.419,0.348,0.469,0.04,267,0.256,992,0.845,0.229,0.425,23.0,0.0
20,21.0,Oklahoma City Thunder*,82,19805,0.452,12.1,0.705,0.346,0.146,0.104,0.109,0.295,0.504,0.614,0.418,0.391,0.379,0.327,0.466,0.063,401,0.285,1129,0.773,0.252,0.345,19.0,2.0
21,22.0,Orlando Magic,82,19805,0.44,13.5,0.7,0.266,0.168,0.109,0.157,0.3,0.488,0.616,0.427,0.413,0.39,0.328,0.495,0.042,272,0.231,917,0.874,0.182,0.297,25.0,0.0
22,23.0,Philadelphia 76ers,82,19830,0.442,13.2,0.651,0.309,0.149,0.092,0.1,0.349,0.496,0.638,0.376,0.384,0.344,0.34,0.541,0.047,301,0.269,1087,0.875,0.154,0.406,8.0,0.0
23,24.0,Phoenix Suns,82,19830,0.45,12.5,0.745,0.306,0.154,0.12,0.165,0.255,0.491,0.629,0.412,0.402,0.374,0.332,0.421,0.057,358,0.258,1066,0.789,0.269,0.329,20.0,0.0
24,25.0,Portland Trail Blazers*,82,19930,0.459,13.4,0.678,0.299,0.141,0.091,0.148,0.322,0.499,0.596,0.418,0.441,0.417,0.375,0.444,0.048,306,0.247,935,0.789,0.199,0.375,18.0,0.0
25,26.0,Sacramento Kings,82,19880,0.461,13.1,0.709,0.258,0.195,0.1,0.155,0.291,0.496,0.642,0.421,0.412,0.402,0.376,0.506,0.051,309,0.251,973,0.875,0.237,0.416,18.0,0.0
26,27.0,San Antonio Spurs*,82,19805,0.469,13.5,0.719,0.255,0.159,0.116,0.191,0.281,0.5,0.644,0.429,0.391,0.431,0.391,0.525,0.047,292,0.215,864,0.874,0.268,0.433,12.0,0.0
27,28.0,Toronto Raptors*,82,19780,0.464,13.2,0.711,0.254,0.185,0.12,0.153,0.289,0.505,0.631,0.45,0.449,0.407,0.363,0.372,0.04,256,0.235,919,0.817,0.273,0.381,12.0,1.0
28,29.0,Utah Jazz*,82,19755,0.466,13.1,0.673,0.297,0.152,0.105,0.118,0.327,0.511,0.651,0.413,0.427,0.363,0.372,0.454,0.069,416,0.233,870,0.799,0.28,0.385,14.0,1.0
29,30.0,Washington Wizards*,82,19855,0.475,13.1,0.716,0.3,0.137,0.108,0.169,0.284,0.515,0.629,0.429,0.426,0.442,0.372,0.496,0.047,302,0.26,1079,0.858,0.254,0.351,10.0,0.0
30,,League Average,82,19815,0.457,13.3,0.684,0.29,0.152,0.099,0.142,0.316,0.503,0.631,0.414,0.412,0.403,0.358,0.495,0.051,322,0.25,994,0.835,0.228,0.388,16.8,0.3
