,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
13,14.0,Memphis Grizzlies*,82,19880,0.471,10.8,0.864,0.309,0.244,0.107,0.204,0.136,0.492,0.66,0.407,0.398,0.388,0.334,0.488,0.042,265,0.255,1071,0.906,0.267,0.389,25.0,0.0
14,15.0,Miami Heat*,82,19780,0.481,13.7,0.765,0.242,0.155,0.102,0.267,0.235,0.515,0.695,0.458,0.403,0.428,0.37,0.479,0.053,308,0.2,792,0.819,0.327,0.435,11.0,1.0
15,16.0,Milwaukee Bucks,82,19830,0.43,12.8,0.784,0.268,0.165,0.123,0.227,0.216,0.454,0.585,0.372,0.381,0.4,0.342,0.48,0.026,160,0.22,797,0.882,0.299,0.395,11.0,0.0
16,17.0,Minnesota Timberwolves,82,19780,0.441,12.7,0.777,0.241,0.233,0.099,0.204,0.223,0.459,0.611,0.387,0.391,0.395,0.376,0.476,0.034,207,0.195,780,0.779,0.204,0.458,27.0,1.0
17,18.0,New Jersey Nets,82,20005,0.44,12.8,0.799,0.236,0.213,0.123,0.227,0.201,0.464,0.606,0.422,0.384,0.398,0.343,0.55,0.052,307,0.189,677,0.808,0.272,0.353,18.0,1.0
18,19.0,New Orleans Hornets*,82,19830,0.459,12.8,0.808,0.223,0.213,0.136,0.237,0.192,0.482,0.657,0.401,0.402,0.436,0.36,0.523,0.036,210,0.192,747,0.863,0.322,0.37,13.0,2.0
19,20.0,New York Knicks*,82,19780,0.457,13.5,0.697,0.265,0.166,0.086,0.179,0.303,0.496,0.665,0.377,0.382,0.411,0.368,0.475,0.054,349,0.206,860,0.821,0.27,0.424,12.0,0.0
20,21.0,Oklahoma City Thunder*,82,20005,0.464,12.5,0.788,0.284,0.159,0.126,0.218,0.212,0.495,0.686,0.354,0.404,0.403,0.347,0.488,0.072,443,0.208,825,0.848,0.187,0.354,11.0,0.0
21,22.0,Orlando Magic*,82,19830,0.461,14.1,0.672,0.253,0.158,0.096,0.164,0.328,0.507,0.671,0.405,0.411,0.411,0.366,0.454,0.065,388,0.181,692,0.835,0.243,0.367,18.0,1.0
22,23.0,Philadelphia 76ers*,82,19930,0.461,12.4,0.816,0.258,0.175,0.17,0.213,0.184,0.485,0.672,0.379,0.412,0.405,0.355,0.557,0.051,323,0.199,812,0.831,0.244,0.403,15.0,0.0
23,24.0,Phoenix Suns,82,20005,0.47,13.4,0.729,0.253,0.167,0.116,0.193,0.271,0.505,0.701,0.385,0.429,0.396,0.377,0.531,0.049,299,0.195,887,0.869,0.263,0.41,15.0,0.0
24,25.0,Portland Trail Blazers*,82,19805,0.447,12.6,0.772,0.283,0.168,0.115,0.206,0.228,0.477,0.645,0.387,0.378,0.376,0.345,0.515,0.046,270,0.22,891,0.934,0.317,0.391,23.0,0.0
25,26.0,Sacramento Kings,82,19855,0.449,12.0,0.817,0.265,0.219,0.112,0.221,0.183,0.475,0.68,0.36,0.401,0.38,0.335,0.48,0.047,299,0.219,960,0.879,0.286,0.403,24.0,1.0
26,27.0,San Antonio Spurs*,82,19780,0.475,12.7,0.739,0.264,0.201,0.106,0.167,0.261,0.503,0.662,0.43,0.407,0.4,0.397,0.507,0.029,166,0.234,988,0.858,0.367,0.421,7.0,0.0
27,28.0,Toronto Raptors,82,19780,0.465,11.8,0.838,0.325,0.157,0.112,0.245,0.162,0.494,0.627,0.414,0.439,0.394,0.316,0.534,0.053,325,0.262,1012,0.872,0.234,0.337,12.0,0.0
28,29.0,Utah Jazz,82,19880,0.465,12.1,0.809,0.296,0.181,0.111,0.221,0.191,0.493,0.652,0.398,0.396,0.406,0.346,0.588,0.055,330,0.229,910,0.862,0.184,0.368,16.0,1.0
29,30.0,Washington Wizards,82,19930,0.443,12.2,0.828,0.281,0.171,0.129,0.247,0.172,0.465,0.648,0.353,0.382,0.38,0.332,0.468,0.06,389,0.212,827,0.89,0.292,0.348,11.0,0.0
30,,League Average,82,19836,0.459,12.6,0.778,0.276,0.178,0.11,0.214,0.222,0.487,0.65,0.392,0.398,0.403,0.358,0.518,0.049,297,0.222,883,0.86,0.27,0.394,15.7,0.5
