,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
13,14.0,Memphis Grizzlies,82,19905,0.469,10.5,0.852,0.37,0.168,0.11,0.203,0.148,0.492,0.605,0.432,0.383,0.395,0.337,0.433,0.048,301,0.297,1145,0.86,0.223,0.419,25.0,2.0
14,15.0,Miami Heat*,82,19880,0.458,13.0,0.781,0.272,0.114,0.14,0.256,0.219,0.489,0.641,0.445,0.393,0.399,0.346,0.461,0.061,363,0.192,708,0.81,0.266,0.389,12.0,0.0
15,16.0,Milwaukee Bucks*,82,19980,0.436,13.0,0.741,0.288,0.13,0.114,0.209,0.259,0.464,0.56,0.411,0.375,0.413,0.356,0.495,0.029,184,0.231,853,0.851,0.285,0.398,9.0,1.0
16,17.0,Minnesota Timberwolves,82,19780,0.449,11.5,0.829,0.308,0.166,0.146,0.21,0.171,0.471,0.606,0.412,0.39,0.374,0.341,0.475,0.037,234,0.25,977,0.846,0.224,0.358,21.0,2.0
17,18.0,New Jersey Nets,82,19780,0.429,11.4,0.819,0.346,0.126,0.119,0.229,0.181,0.454,0.568,0.379,0.365,0.368,0.318,0.496,0.054,316,0.266,906,0.881,0.318,0.361,14.0,3.0
18,19.0,New Orleans Hornets,82,19830,0.464,12.3,0.77,0.318,0.121,0.127,0.204,0.23,0.495,0.606,0.432,0.4,0.418,0.363,0.52,0.031,188,0.265,1059,0.828,0.203,0.423,10.0,0.0
19,20.0,New York Knicks,82,19880,0.455,13.4,0.688,0.327,0.087,0.071,0.203,0.312,0.504,0.614,0.399,0.414,0.403,0.346,0.479,0.036,233,0.271,1070,0.849,0.204,0.377,13.0,1.0
20,21.0,Oklahoma City Thunder*,82,19805,0.462,11.5,0.815,0.332,0.125,0.135,0.223,0.185,0.49,0.612,0.43,0.406,0.393,0.34,0.48,0.064,389,0.247,878,0.883,0.232,0.333,7.0,0.0
21,22.0,Orlando Magic*,82,19730,0.47,13.7,0.65,0.301,0.123,0.082,0.144,0.35,0.521,0.63,0.468,0.408,0.405,0.375,0.421,0.057,345,0.224,818,0.837,0.282,0.421,23.0,0.0
22,23.0,Philadelphia 76ers,82,19805,0.46,12.1,0.794,0.311,0.127,0.146,0.209,0.206,0.491,0.615,0.427,0.387,0.416,0.343,0.502,0.061,392,0.231,840,0.865,0.251,0.399,22.0,1.0
23,24.0,Phoenix Suns*,82,19730,0.492,12.5,0.739,0.312,0.135,0.106,0.185,0.261,0.52,0.637,0.462,0.44,0.409,0.412,0.509,0.064,380,0.23,918,0.801,0.258,0.443,13.0,1.0
24,25.0,Portland Trail Blazers*,82,19855,0.461,12.9,0.785,0.286,0.111,0.133,0.255,0.215,0.49,0.625,0.425,0.408,0.41,0.354,0.494,0.044,263,0.217,825,0.91,0.342,0.389,27.0,0.0
25,26.0,Sacramento Kings,82,19880,0.456,11.6,0.799,0.327,0.159,0.094,0.22,0.201,0.483,0.61,0.385,0.427,0.388,0.349,0.471,0.037,231,0.265,1064,0.882,0.251,0.418,17.0,0.0
26,27.0,San Antonio Spurs*,82,19780,0.473,12.2,0.768,0.312,0.146,0.108,0.203,0.232,0.508,0.649,0.431,0.388,0.408,0.358,0.514,0.032,198,0.269,1105,0.892,0.37,0.385,11.0,0.0
27,28.0,Toronto Raptors,82,19780,0.482,12.6,0.789,0.308,0.133,0.111,0.238,0.211,0.512,0.64,0.453,0.429,0.419,0.371,0.51,0.052,307,0.238,946,0.842,0.215,0.443,36.0,2.0
28,29.0,Utah Jazz*,82,19755,0.491,10.9,0.816,0.383,0.121,0.092,0.22,0.184,0.519,0.637,0.422,0.409,0.415,0.364,0.652,0.064,375,0.297,1161,0.841,0.205,0.453,9.0,0.0
29,30.0,Washington Wizards,82,19830,0.449,12.6,0.817,0.279,0.148,0.116,0.274,0.183,0.471,0.619,0.359,0.403,0.408,0.353,0.474,0.043,277,0.221,821,0.775,0.233,0.382,14.0,0.0
30,,League Average,82,19820,0.461,12.2,0.778,0.32,0.129,0.11,0.218,0.222,0.492,0.613,0.421,0.4,0.402,0.355,0.505,0.048,293,0.253,961,0.847,0.258,0.392,15.9,0.6
