,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
13,14.0,Los Angeles Lakers,82,19780,0.47,12.7,0.658,0.345,0.155,0.078,0.08,0.342,0.541,0.677,0.387,0.372,0.419,0.333,0.539,0.084,572,0.307,1257,0.793,0.208,0.348,11.0,0.0
14,15.0,Memphis Grizzlies,82,19880,0.45,13.3,0.658,0.278,0.184,0.101,0.095,0.342,0.505,0.643,0.419,0.39,0.393,0.342,0.562,0.044,274,0.265,1019,0.826,0.232,0.359,15.0,0.0
15,16.0,Miami Heat,82,19730,0.45,13.3,0.632,0.291,0.175,0.102,0.064,0.368,0.509,0.637,0.427,0.375,0.364,0.349,0.505,0.066,437,0.27,1058,0.88,0.256,0.375,16.0,1.0
16,17.0,Milwaukee Bucks*,82,19780,0.476,13.9,0.581,0.34,0.122,0.066,0.053,0.419,0.565,0.698,0.346,0.424,0.389,0.353,0.5,0.073,488,0.307,1342,0.825,0.195,0.386,8.0,0.0
17,18.0,Minnesota Timberwolves,82,19830,0.456,13.1,0.685,0.288,0.176,0.099,0.121,0.315,0.504,0.66,0.391,0.395,0.388,0.351,0.505,0.046,319,0.286,1183,0.862,0.215,0.387,16.0,0.0
18,19.0,New Orleans Pelicans,82,19755,0.473,12.4,0.676,0.315,0.199,0.094,0.068,0.324,0.536,0.674,0.423,0.447,0.344,0.344,0.542,0.054,379,0.312,1371,0.869,0.206,0.351,12.0,0.0
19,20.0,New York Knicks,82,19780,0.433,13.5,0.666,0.311,0.129,0.103,0.122,0.334,0.479,0.603,0.345,0.386,0.385,0.34,0.418,0.052,315,0.288,1083,0.826,0.166,0.342,8.0,0.0
20,21.0,Oklahoma City Thunder*,82,19855,0.454,12.9,0.653,0.339,0.132,0.102,0.08,0.347,0.51,0.637,0.362,0.372,0.393,0.348,0.451,0.068,459,0.294,1206,0.814,0.256,0.376,21.0,2.0
21,22.0,Orlando Magic*,82,19780,0.454,14.4,0.64,0.246,0.161,0.104,0.128,0.36,0.509,0.674,0.422,0.384,0.401,0.356,0.553,0.053,353,0.239,954,0.832,0.191,0.38,23.0,0.0
22,23.0,Philadelphia 76ers*,82,19805,0.471,13.5,0.658,0.285,0.166,0.105,0.101,0.342,0.529,0.696,0.401,0.401,0.401,0.359,0.546,0.064,412,0.261,1089,0.937,0.178,0.367,12.0,0.0
23,24.0,Phoenix Suns,82,19880,0.459,13.1,0.665,0.301,0.158,0.114,0.093,0.335,0.525,0.656,0.407,0.44,0.4,0.329,0.528,0.068,434,0.267,1033,0.808,0.234,0.339,14.0,1.0
24,25.0,Portland Trail Blazers*,82,19855,0.467,13.2,0.661,0.329,0.133,0.09,0.109,0.339,0.523,0.621,0.404,0.454,0.428,0.359,0.472,0.06,383,0.273,1103,0.749,0.151,0.366,8.0,0.0
25,26.0,Sacramento Kings,82,19730,0.464,13.1,0.679,0.277,0.199,0.097,0.104,0.321,0.504,0.674,0.375,0.404,0.395,0.378,0.507,0.063,437,0.274,1125,0.818,0.2,0.39,17.0,0.0
26,27.0,San Antonio Spurs*,82,19805,0.478,13.9,0.714,0.214,0.179,0.156,0.165,0.286,0.513,0.68,0.457,0.436,0.431,0.392,0.494,0.029,186,0.23,995,0.865,0.196,0.456,16.0,0.0
27,28.0,Toronto Raptors*,82,19880,0.474,13.8,0.621,0.279,0.169,0.09,0.083,0.379,0.539,0.659,0.452,0.431,0.432,0.366,0.499,0.044,294,0.263,1101,0.852,0.276,0.425,15.0,0.0
28,29.0,Utah Jazz*,82,19755,0.468,13.5,0.606,0.315,0.153,0.073,0.064,0.394,0.541,0.684,0.369,0.398,0.412,0.356,0.556,0.091,573,0.288,1098,0.848,0.277,0.374,19.0,1.0
29,30.0,Washington Wizards,82,19930,0.468,13.8,0.63,0.306,0.137,0.086,0.101,0.37,0.543,0.698,0.403,0.386,0.393,0.341,0.533,0.067,454,0.282,1210,0.868,0.213,0.36,12.0,0.0
30,,League Average,82,19818,0.461,13.5,0.641,0.292,0.162,0.096,0.092,0.359,0.52,0.658,0.4,0.413,0.401,0.355,0.513,0.058,380,0.278,1113,0.823,0.214,0.383,15.7,0.5
