,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 18_level_1,Dunks,Dunks,Layups,Layups,Unnamed: 23_level_1,Corner,Corner,Heaves,Heaves
,Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
0,1.0,Atlanta Hawks,11.0,2640,0.425,12.2,0.8290000000000001,0.285,0.158,0.096,0.29,0.171,0.444,0.5479999999999999,0.391,0.35700000000000004,0.39799999999999996,0.33299999999999996,0.429,0.04,32,0.215,99,0.84,0.313,0.38299999999999995,1.0,0.0
1,2.0,Boston Celtics,24.0,5785,0.45299999999999996,12.0,0.789,0.327,0.13699999999999998,0.11,0.215,0.21100000000000002,0.47700000000000004,0.5770000000000001,0.418,0.365,0.42100000000000004,0.363,0.561,0.027999999999999997,45,0.28800000000000003,286,0.885,0.222,0.435,2.0,0.0
2,3.0,Charlotte Bobcats,4.0,960,0.44299999999999995,12.1,0.759,0.376,0.08900000000000001,0.057,0.23800000000000002,0.24100000000000002,0.495,0.5660000000000001,0.4,0.43799999999999994,0.433,0.27899999999999997,0.585,0.046,13,0.301,42,1.0,0.162,0.455,1.0,0.0
3,4.0,Chicago Bulls,5.0,1200,0.439,12.1,0.875,0.276,0.155,0.107,0.336,0.125,0.45899999999999996,0.513,0.478,0.435,0.414,0.29600000000000004,0.46799999999999997,0.037000000000000005,14,0.21600000000000003,44,0.875,0.204,0.182,0.0,0.0
4,5.0,Cleveland Cavaliers,11.0,2640,0.469,12.4,0.723,0.336,0.14400000000000002,0.071,0.172,0.27699999999999997,0.515,0.636,0.39,0.379,0.44,0.348,0.557,0.06,47,0.26,126,0.785,0.278,0.349,0.0,0.0
5,6.0,Dallas Mavericks,6.0,1440,0.429,12.7,0.7559999999999999,0.254,0.17600000000000002,0.151,0.174,0.244,0.461,0.579,0.35700000000000004,0.47200000000000003,0.386,0.32799999999999996,0.494,0.025,9,0.21600000000000003,58,0.763,0.353,0.341,3.0,0.0
6,7.0,Denver Nuggets,6.0,1440,0.47600000000000003,11.5,0.769,0.406,0.07200000000000001,0.106,0.185,0.231,0.511,0.634,0.5,0.36,0.33299999999999996,0.358,0.449,0.07200000000000001,29,0.31,89,0.821,0.239,0.5,3.0,0.0
7,8.0,Los Angeles Lakers,23.0,5520,0.46,12.6,0.745,0.299,0.147,0.121,0.17800000000000002,0.255,0.505,0.597,0.469,0.429,0.431,0.33,0.46399999999999997,0.047,83,0.228,229,0.8029999999999999,0.254,0.33899999999999997,7.0,0.0
8,9.0,Miami Heat,5.0,1200,0.435,13.3,0.764,0.275,0.11699999999999999,0.142,0.231,0.23600000000000002,0.45399999999999996,0.623,0.289,0.29100000000000004,0.43799999999999994,0.374,0.5,0.067,25,0.192,37,0.618,0.154,0.35700000000000004,1.0,0.0
9,10.0,Milwaukee Bucks,7.0,1680,0.424,12.8,0.732,0.33799999999999997,0.095,0.102,0.19699999999999998,0.268,0.466,0.569,0.45299999999999996,0.368,0.345,0.309,0.405,0.013000000000000001,7,0.307,97,0.804,0.255,0.447,1.0,0.0
10,11.0,Oklahoma City Thunder,6.0,1440,0.391,11.9,0.764,0.348,0.09300000000000001,0.14,0.183,0.23600000000000002,0.419,0.47600000000000003,0.47700000000000004,0.364,0.326,0.297,0.46399999999999997,0.064,27,0.28,50,0.818,0.21600000000000003,0.33299999999999996,1.0,0.0
