,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 18_level_1,Dunks,Dunks,Layups,Layups,Unnamed: 23_level_1,Corner,Corner,Heaves,Heaves
,Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
0,1.0,Atlanta Hawks,6.0,1440,0.42200000000000004,13.4,0.759,0.239,0.185,0.08199999999999999,0.252,0.24100000000000002,0.452,0.649,0.349,0.368,0.368,0.33,0.509,0.052000000000000005,23,0.183,46,0.919,0.179,0.4,1.0,0.0
1,2.0,Boston Celtics,6.0,1465,0.413,14.0,0.7,0.244,0.135,0.11599999999999999,0.205,0.3,0.44799999999999995,0.604,0.321,0.354,0.4,0.331,0.508,0.031,13,0.21,48,0.8540000000000001,0.282,0.34299999999999997,1.0,0.0
2,3.0,Brooklyn Nets,7.0,1755,0.442,12.5,0.768,0.32299999999999995,0.142,0.09699999999999999,0.20600000000000002,0.23199999999999998,0.48,0.593,0.506,0.316,0.364,0.316,0.491,0.063,32,0.23199999999999998,77,0.767,0.301,0.268,0.0,0.0
3,4.0,Chicago Bulls,12.0,2955,0.43799999999999994,12.8,0.787,0.304,0.12300000000000001,0.139,0.221,0.213,0.47,0.586,0.314,0.406,0.439,0.319,0.515,0.028999999999999998,25,0.257,134,0.785,0.235,0.313,2.0,0.0
4,5.0,Denver Nuggets,6.0,1440,0.43799999999999994,12.3,0.735,0.305,0.20199999999999999,0.1,0.128,0.265,0.484,0.626,0.369,0.41200000000000003,0.385,0.311,0.486,0.071,33,0.218,60,0.929,0.281,0.368,3.0,0.0
5,6.0,Golden State Warriors,12.0,2955,0.462,13.6,0.735,0.23,0.18,0.135,0.191,0.265,0.489,0.644,0.401,0.431,0.425,0.38799999999999996,0.495,0.042,40,0.177,104,0.769,0.261,0.486,2.0,0.0
6,7.0,Houston Rockets,6.0,1440,0.424,13.9,0.584,0.319,0.14400000000000002,0.049,0.07200000000000001,0.41600000000000004,0.479,0.619,0.32899999999999996,0.33299999999999996,0.257,0.34700000000000003,0.397,0.068,31,0.272,65,0.7709999999999999,0.223,0.42200000000000004,2.0,0.0
7,8.0,Indiana Pacers,19.0,4585,0.433,12.5,0.742,0.3,0.17600000000000002,0.11199999999999999,0.155,0.258,0.47,0.604,0.431,0.392,0.311,0.327,0.46,0.05,64,0.22399999999999998,176,0.882,0.242,0.307,6.0,0.0
8,9.0,Los Angeles Clippers,6.0,1440,0.467,12.7,0.746,0.27899999999999997,0.177,0.128,0.162,0.254,0.522,0.667,0.46299999999999997,0.431,0.41100000000000003,0.304,0.489,0.046,19,0.239,69,0.629,0.235,0.37,1.0,0.0
9,10.0,Los Angeles Lakers,4.0,960,0.442,13.1,0.763,0.244,0.196,0.154,0.17,0.237,0.496,0.7759999999999999,0.426,0.313,0.34,0.27,0.475,0.045,12,0.192,46,0.9,0.149,0.273,2.0,0.0
10,11.0,Memphis Grizzlies,15.0,3675,0.418,12.0,0.818,0.27699999999999997,0.20800000000000002,0.114,0.21899999999999997,0.182,0.439,0.563,0.402,0.336,0.369,0.324,0.515,0.019,21,0.249,166,0.889,0.369,0.354,4.0,0.0
11,12.0,Miami Heat,23.0,5570,0.46799999999999997,12.9,0.736,0.308,0.11699999999999999,0.111,0.19899999999999998,0.264,0.499,0.659,0.37200000000000005,0.408,0.376,0.381,0.488,0.052000000000000005,87,0.24,250,0.887,0.376,0.434,2.0,0.0
