,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 18_level_1,Dunks,Dunks,Layups,Layups,Unnamed: 23_level_1,Corner,Corner,Heaves,Heaves
,Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
0,1.0,Atlanta Hawks,82,19855,0.451,13.6,0.597,0.332,0.134,0.083,0.047,0.40299999999999997,0.518,0.64,0.35600000000000004,0.374,0.374,0.35200000000000004,0.5329999999999999,0.081,528,0.306,1175,0.8240000000000001,0.245,0.39299999999999996,21.0,0.0
1,2.0,Boston Celtics*,82,19780,0.465,14.5,0.619,0.248,0.147,0.114,0.109,0.381,0.527,0.677,0.42,0.44799999999999995,0.41,0.365,0.527,0.051,337,0.247,1028,0.8540000000000001,0.196,0.355,7.0,0.0
2,3.0,Brooklyn Nets*,82,19980,0.449,13.7,0.597,0.299,0.166,0.084,0.048,0.40299999999999997,0.513,0.639,0.373,0.423,0.366,0.353,0.508,0.051,326,0.309,1207,0.774,0.185,0.377,14.0,1.0
3,4.0,Chicago Bulls,82,19905,0.45299999999999996,12.4,0.705,0.31,0.191,0.10400000000000001,0.10099999999999999,0.295,0.496,0.627,0.408,0.392,0.368,0.35100000000000003,0.465,0.052000000000000005,340,0.295,1112,0.838,0.218,0.4,14.0,0.0
4,5.0,Charlotte Hornets,82,19830,0.44799999999999995,13.9,0.622,0.289,0.165,0.083,0.084,0.37799999999999995,0.507,0.625,0.387,0.44,0.401,0.35100000000000003,0.494,0.040999999999999995,264,0.305,1181,0.777,0.19399999999999998,0.415,37.0,2.0
5,6.0,Cleveland Cavaliers,82,19755,0.444,13.4,0.6679999999999999,0.27699999999999997,0.171,0.114,0.105,0.332,0.488,0.619,0.39,0.41100000000000003,0.387,0.355,0.435,0.04,248,0.272,1042,0.802,0.207,0.36,11.0,0.0
6,7.0,Dallas Mavericks,82,19780,0.447,14.5,0.578,0.268,0.157,0.08800000000000001,0.065,0.42200000000000004,0.524,0.677,0.4,0.397,0.371,0.34,0.506,0.067,428,0.233,917,0.8059999999999999,0.19399999999999998,0.38299999999999995,27.0,1.0
7,8.0,Denver Nuggets*,82,19730,0.466,13.1,0.652,0.27699999999999997,0.203,0.10099999999999999,0.07,0.348,0.527,0.674,0.40700000000000003,0.457,0.39399999999999996,0.35100000000000003,0.5710000000000001,0.053,348,0.27,1103,0.883,0.183,0.406,17.0,1.0
8,9.0,Detroit Pistons*,82,19855,0.44,14.0,0.606,0.263,0.19699999999999998,0.07400000000000001,0.073,0.39399999999999996,0.5,0.638,0.396,0.365,0.419,0.348,0.465,0.044000000000000004,277,0.304,1133,0.831,0.252,0.38,29.0,0.0
9,10.0,Golden State Warriors*,82,19805,0.491,15.2,0.616,0.25,0.107,0.121,0.138,0.384,0.557,0.703,0.433,0.47700000000000004,0.45799999999999996,0.385,0.61,0.07400000000000001,504,0.21600000000000003,916,0.8029999999999999,0.195,0.42700000000000005,19.0,2.0
10,11.0,Houston Rockets*,82,19830,0.449,15.6,0.48100000000000004,0.261,0.145,0.05,0.025,0.519,0.551,0.67,0.4,0.415,0.452,0.35600000000000004,0.48200000000000004,0.06,392,0.255,969,0.626,0.242,0.37200000000000005,8.0,1.0
