,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 18_level_1,Dunks,Dunks,Layups,Layups,Unnamed: 23_level_1,Corner,Corner,Heaves,Heaves
,Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
0,1.0,Atlanta Hawks,82,19705,0.446,13.6,0.637,0.27899999999999997,0.131,0.105,0.122,0.363,0.495,0.635,0.35100000000000003,0.39899999999999997,0.41100000000000003,0.36,0.52,0.052000000000000005,309,0.28800000000000003,1064,0.8690000000000001,0.243,0.426,22.0,0.0
1,2.0,Boston Celtics*,82,19805,0.45,13.7,0.643,0.259,0.158,0.106,0.12,0.35700000000000004,0.491,0.628,0.364,0.419,0.426,0.377,0.49,0.047,274,0.261,935,0.813,0.213,0.408,18.0,0.0
2,3.0,Brooklyn Nets,82,19855,0.441,13.7,0.589,0.26899999999999996,0.175,0.083,0.062,0.41100000000000003,0.5,0.643,0.379,0.4,0.354,0.35600000000000004,0.507,0.043,269,0.287,1098,0.8440000000000001,0.201,0.376,13.0,1.0
3,4.0,Chicago Bulls,82,19855,0.435,13.6,0.65,0.254,0.165,0.095,0.135,0.35,0.478,0.624,0.39,0.38799999999999996,0.377,0.355,0.51,0.039,261,0.25,942,0.848,0.184,0.37200000000000005,15.0,0.0
4,5.0,Charlotte Hornets,82,19780,0.45,13.2,0.6859999999999999,0.273,0.16,0.114,0.138,0.314,0.48700000000000004,0.642,0.38,0.408,0.37,0.369,0.484,0.046,300,0.268,1029,0.7559999999999999,0.154,0.369,22.0,1.0
5,6.0,Cleveland Cavaliers*,82,19730,0.47600000000000003,13.8,0.621,0.297,0.113,0.092,0.11900000000000001,0.379,0.54,0.706,0.368,0.413,0.387,0.37200000000000005,0.478,0.051,319,0.26899999999999996,1163,0.8190000000000001,0.252,0.41700000000000004,13.0,0.0
6,7.0,Dallas Mavericks,82,19805,0.444,14.4,0.618,0.24100000000000002,0.135,0.105,0.13699999999999998,0.382,0.496,0.652,0.4,0.385,0.405,0.36,0.491,0.048,295,0.222,850,0.8240000000000001,0.16899999999999998,0.41600000000000004,20.0,0.0
7,8.0,Denver Nuggets,82,19880,0.47,12.8,0.643,0.275,0.204,0.09,0.07400000000000001,0.35700000000000004,0.525,0.664,0.424,0.441,0.391,0.371,0.526,0.055,356,0.302,1157,0.848,0.16699999999999998,0.41700000000000004,26.0,0.0
8,9.0,Detroit Pistons,82,19805,0.45,13.1,0.667,0.26,0.185,0.107,0.11599999999999999,0.33299999999999996,0.488,0.657,0.34600000000000003,0.433,0.38799999999999996,0.373,0.465,0.044000000000000004,271,0.28,1047,0.889,0.22699999999999998,0.392,19.0,1.0
9,10.0,Golden State Warriors*,82,19730,0.503,14.0,0.6609999999999999,0.267,0.111,0.139,0.14400000000000002,0.33899999999999997,0.56,0.708,0.424,0.485,0.46299999999999997,0.391,0.643,0.071,454,0.22899999999999998,952,0.8009999999999999,0.158,0.405,26.0,0.0
10,11.0,Houston Rockets*,82,19755,0.46,15.0,0.498,0.28800000000000003,0.10300000000000001,0.062,0.044000000000000004,0.502,0.5579999999999999,0.669,0.369,0.45399999999999996,0.43,0.36200000000000004,0.47,0.062,392,0.261,1004,0.6890000000000001,0.22699999999999998,0.401,17.0,1.0
