,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
11,12.0,Indiana Pacers*,82,19880,0.45,13.1,0.73,0.27,0.133,0.10800000000000001,0.21899999999999997,0.27,0.486,0.635,0.435,0.39,0.381,0.35100000000000003,0.48700000000000004,0.038,245,0.24,981,0.804,0.273,0.39799999999999996,13.0,0.0
12,13.0,Los Angeles Clippers*,82,19830,0.465,14.2,0.6759999999999999,0.239,0.129,0.09300000000000001,0.215,0.324,0.513,0.675,0.43799999999999994,0.425,0.41700000000000004,0.364,0.526,0.057,346,0.195,787,0.799,0.226,0.405,14.0,0.0
13,14.0,Los Angeles Lakers,82,19730,0.414,13.0,0.71,0.255,0.163,0.125,0.168,0.29,0.45399999999999996,0.59,0.40299999999999997,0.369,0.358,0.317,0.45,0.049,307,0.207,738,0.7340000000000001,0.192,0.33,20.0,0.0
14,15.0,Memphis Grizzlies*,82,19830,0.44,11.4,0.778,0.313,0.19,0.10300000000000001,0.172,0.222,0.47100000000000003,0.583,0.389,0.41600000000000004,0.392,0.331,0.502,0.037000000000000005,218,0.285,1053,0.8590000000000001,0.267,0.32299999999999995,21.0,2.0
15,16.0,Miami Heat*,82,19830,0.47,11.6,0.779,0.303,0.166,0.128,0.182,0.221,0.508,0.6629999999999999,0.42200000000000004,0.40700000000000003,0.401,0.336,0.47,0.054000000000000006,341,0.249,1000,0.9279999999999999,0.37200000000000005,0.358,15.0,1.0
16,17.0,Milwaukee Bucks,82,19830,0.467,10.1,0.8109999999999999,0.365,0.19,0.106,0.149,0.18899999999999997,0.495,0.617,0.402,0.397,0.387,0.345,0.555,0.071,446,0.29,1066,0.895,0.281,0.354,14.0,0.0
17,18.0,Minnesota Timberwolves,82,19880,0.46399999999999997,11.9,0.7979999999999999,0.298,0.16,0.10099999999999999,0.239,0.20199999999999999,0.496,0.6609999999999999,0.41,0.37200000000000005,0.4,0.33799999999999997,0.578,0.061,376,0.24100000000000002,943,0.855,0.20800000000000002,0.386,8.0,0.0
18,19.0,New Orleans Pelicans,82,19780,0.44799999999999995,12.5,0.723,0.304,0.14400000000000002,0.10099999999999999,0.174,0.27699999999999997,0.48200000000000004,0.597,0.38,0.385,0.419,0.36,0.51,0.059000000000000004,369,0.255,948,0.8079999999999999,0.22899999999999998,0.332,12.0,1.0
19,20.0,New York Knicks,82,19805,0.439,13.0,0.7440000000000001,0.245,0.154,0.14300000000000002,0.201,0.256,0.47100000000000003,0.585,0.425,0.40700000000000003,0.41200000000000003,0.34600000000000003,0.47700000000000004,0.031,200,0.217,797,0.8690000000000001,0.231,0.405,13.0,0.0
20,21.0,Oklahoma City Thunder*,82,19830,0.47600000000000003,11.9,0.725,0.33,0.126,0.122,0.146,0.275,0.524,0.626,0.43799999999999994,0.478,0.41,0.349,0.508,0.07,447,0.262,1010,0.758,0.29100000000000004,0.35700000000000004,6.0,0.0
21,22.0,Orlando Magic,82,19905,0.455,12.5,0.745,0.29600000000000004,0.15,0.09300000000000001,0.20600000000000002,0.255,0.49200000000000005,0.609,0.42200000000000004,0.409,0.409,0.35,0.528,0.045,284,0.253,1009,0.873,0.24100000000000002,0.37,21.0,0.0
22,23.0,Philadelphia 76ers,82,19805,0.431,12.4,0.6729999999999999,0.311,0.166,0.096,0.099,0.327,0.47600000000000003,0.628,0.341,0.361,0.33799999999999997,0.33899999999999997,0.501,0.061,377,0.253,983,0.861,0.23399999999999999,0.366,14.0,1.0
23,24.0,Phoenix Suns,82,19705,0.435,12.6,0.698,0.3,0.151,0.092,0.155,0.302,0.47200000000000003,0.614,0.349,0.396,0.36200000000000004,0.348,0.47,0.055999999999999994,351,0.25,948,0.831,0.226,0.368,12.0,0.0
24,25.0,Portland Trail Blazers*,82,19805,0.45,13.3,0.6679999999999999,0.282,0.13699999999999998,0.092,0.157,0.332,0.49,0.607,0.361,0.436,0.423,0.37,0.469,0.052000000000000005,328,0.23199999999999998,872,0.7709999999999999,0.23800000000000002,0.38799999999999996,11.0,0.0
25,26.0,Sacramento Kings,82,19805,0.46399999999999997,11.6,0.74,0.297,0.223,0.066,0.155,0.26,0.5,0.65,0.40399999999999997,0.41100000000000003,0.389,0.359,0.55,0.059000000000000004,374,0.276,1158,0.856,0.23,0.418,15.0,0.0
26,27.0,San Antonio Spurs*,82,19705,0.484,12.2,0.777,0.264,0.175,0.13699999999999998,0.201,0.223,0.515,0.667,0.452,0.44,0.42100000000000004,0.375,0.5489999999999999,0.033,206,0.237,1018,0.905,0.28300000000000003,0.373,11.0,0.0
27,28.0,Toronto Raptors*,82,19780,0.451,12.3,0.713,0.27699999999999997,0.187,0.111,0.139,0.287,0.483,0.624,0.409,0.39399999999999996,0.374,0.37,0.4,0.043,265,0.24600000000000002,906,0.8690000000000001,0.29,0.413,9.0,1.0
28,29.0,Utah Jazz,82,19955,0.449,12.3,0.703,0.282,0.177,0.11900000000000001,0.126,0.297,0.488,0.633,0.39399999999999996,0.401,0.37799999999999995,0.355,0.435,0.06,363,0.225,825,0.821,0.314,0.389,22.0,0.0
29,30.0,Washington Wizards,82,19755,0.46,12.9,0.718,0.29100000000000004,0.129,0.111,0.188,0.282,0.501,0.638,0.41,0.415,0.4,0.358,0.5479999999999999,0.039,254,0.255,1067,0.872,0.24600000000000002,0.382,14.0,1.0
30,,League Average,82,19826,0.452,12.5,0.715,0.293,0.158,0.10300000000000001,0.162,0.285,0.491,0.624,0.396,0.405,0.39799999999999996,0.354,0.51,0.048,304,0.251,982,0.836,0.248,0.377,14.7,0.5
